Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1159469,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yea,I love dogs. It would make my son so happy and complete our family.,Active - Short walks and dog park play,I do not currently have pets,My parents had a dog while i was growing up. I don't know where they got the dog. He was my first and only pet.,I don't have animals ,No,N/A,0 - 4,At home.,"Yes, i have a decent amount of money saved for emergencies. ","Right away, hand that dog over!",N/A,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1159685,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes ,Because all my other dogs have already passed away and I love dogs since I couldn’t have children,Energetic - Running buddy,I do not currently have pets,Either someone has given them away or the Staten Island rescue animal place ,I don't have animals ,No,Gateway hospital in Staten Island my ,0 - 4,In my house ,Yes ,"Right away, hand that dog over!",No ,No,Yes,Not a senior ,Yes
https://ps31.petstablished.com/adoption_applications/1147804,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,Yes,Yes,Every animal needs a home and to make my daughter's extremely happy cuz we were on a shelter so long I can only imagine how these animals feel with no home so we wanna share our home,Active - Short walks and dog park play,I do not currently have pets,Rescued from outside,I don't have animals ,No,7185186719,0 - 4,On the house,Yes,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1135219,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,I want a dog as a family pet and to rescue and give them a forever home. We love animals and haven’t had a rescue again for about six years. We want a companion and addition to the family. We would love to have a puppy.  ,"Mellow - Short, daily walks",I do not currently have pets,All of them were rescues from shelters ,I don't have animals ,No,+1 (908) 782-5731 Flemington Veterinary Hospital ,0 - 4,The dog will be free roaming the apartment but have a main area in my 19 year old daughters room,Yes,"I am taking my time, a few weeks is fine ",Once my apartment didn’t take them and unfortunately after giving her to a family member she ended up in a shelter and we were heart broken and didn’t rescue for a while. ,No,Yes,Yes I can give the dog to my cousin and her family. But that will not be needed. ,Yes
https://ps31.petstablished.com/adoption_applications/1160550,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,I am allergic to short hair dogs. I am fine with hypoallergenic ,No,Yes,Within 3 weeks of each other we lost both my dog Pepper and mom to congestive heart failure. We are looking to give a new home to an anima who needs our love. ,"Mellow - Short, daily walks",I do not currently have pets,N/A - she was given to us by a neighbor who could no longer care for her 13 years ago. ,I don't have animals ,No,"Scott Luckow 718-543-5600Records under Tyrone and Gloria LaCava",0 - 4,In our home. ,Yes ,"Right away, hand that dog over!",Cat -Allergies. Given to a neighbor ,Never ,N/A,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1159697,Rent,"Yes, my landlord allows pets",No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,We have a 1 year old Border collie/  Blue heeler and she needs a friend. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,We found our dog Ellie on Craig’s list ,Yes all of my animals are spayed/neutered,No. ,The animal doctors (315) 786 3340,0 - 4,In the house. ,Our parents could always help us out but we have a chunk of changed saved for emergencies. ,I am thinking probably in the next few days,No ,No ,"Yes, we have talked about this because we already have another dog. ",,Yes
https://ps31.petstablished.com/adoption_applications/1161304,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,I feel like I have enough room in my home and heart to take in a dog in need! I have lots of free time on my hands to tend to a dog. Especially a puppy that needs training. My daughter loves dogs and I think growing up with a life long companion is good for everyone. I would love to help a dog in need! ,Active - Short walks and dog park play,I do not currently have pets,"Working at animal hospital, Pet Street Station",I don't have animals ,No,Never taken animal to the vet ,0 - 4,Inside ,Yes ,"Right away, hand that dog over!",No ,No,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1161478,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes I am,For my daughter she's been asking me for a long time I wanted to get it before her birthday but I couldn't find one she would like. ,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,N/A,0 - 4,In the house ,Yes ,"Right away, hand that dog over!",0,No,Yes,Yes it's for my 14 year old daughter so the dog will always be taken care of. ,Yes
https://ps31.petstablished.com/adoption_applications/1159107,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,I haven't told them yet.,No,No,Yes,"Need a bestfriend, and addition to family.",Energetic - Running buddy,I do not currently have pets,Pets and Things,I don't have animals ,No,Cadillac vet-231 8842573,0 - 4,In our home ,Yes,"I am taking my time, a few weeks is fine ",No,No,Yes,No,Yes
https://ps31.petstablished.com/adoption_applications/1158454,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,No,Yes,Yes me but it not badly once in a blue moon,Yes,Yes I am,Because it woould be good an health to invite a dog to soon become a member to the family,Active - Short walks and dog park play,I do not currently have pets,My previous came from my dad and my ex husband,I don't have animals ,No  I have not,None,0 - 4,Anywhere around the house mostly in the living room,No,"Right away, hand that dog over!",No,No,Don’t have a partner but no it be with me forever,I’m not a senior,Not Sure
https://ps31.petstablished.com/adoption_applications/1158682,Own,,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Love the dogs and this breed. To save her,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"One came from Macon Georgia, one from Alabama and a recuse one from Sylvester pet groomer",Some of my animals are spayed/neutered,No,Vet care at tracker supply,8+,Kennel,Yes,"Right away, hand that dog over!",No,No,I’m alone,Yes,Yes
https://ps31.petstablished.com/adoption_applications/1152428,Rent,"Yes, my landlord allows pets",,"Yes, a fenced yard.",Yes,I haven't told them yet.,No one,No,Yes,Love dogs,Energetic - Running buddy,I do not vaccinate my animals or give them monthly preventatives,Petsmart,Yes all of my animals are spayed/neutered,No,Dont have one yet,0 - 4,House,Yes,"Right away, hand that dog over!",Yes i was a kid and my puppy was a unsteady pup and my dad didnt wsnt hum anynore regardless the fact that i did so he gave him away I just never knew where,No,Yes,Yed,Yes
https://ps31.petstablished.com/adoption_applications/1156310,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",No,Yes,No,No,Yes,"My girl Amaya just passed away, and I need a new friend to share my home with, I’m a single dad",Energetic - Running buddy,My animals are up to date on their vaccinations but I do not administer monthly preventatives,"Found most my pets on Craigslist at private homes",I don't believe in spaying/neutering,No,"None",0 - 4,In my house ,Yes,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1156295,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,Yes,No,Yes,"I love dogs, they make my home happy :)","Mellow - Short, daily walks",I do not currently have pets,Pet store (mistake),I don't have animals ,No,St James Animal hospital ,0 - 4,Next to me,Plastic always work when we don’t have cash ,"I am uncertain, it would depend on me finding the right dog",Yes he was aggressive he went to a friend of a friend ,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1156202,Rent,"Yes, my landlord allows pets",Na,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,Brother or sister for our husky,Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,Personal friend ,Yes all of my animals are spayed/neutered,No,Somewhere off Hylan in Staten island,0 - 4,Kennel,Yes,I am thinking probably in the next few days,No,No,Yes,Na,Yes
https://ps31.petstablished.com/adoption_applications/1155614,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,Yes,No,Yes,Want to provide a safe and loving home for a dog in need. And we loveeee dogs,"Mellow - Short, daily walks",I do not currently have pets,None,I don't have animals ,,None,0 - 4,Inside the apt,Yes,"Right away, hand that dog over!",No,NO,Yes,No,Yes
https://ps31.petstablished.com/adoption_applications/1154604,Rent,"Yes, my landlord allows pets",not sure,"Yes, a fenced yard.",Yes,Yes,no,No,yes,"Beside being animal's lover's, I'm the proud owner of another dog, my husband bought it in a pet shop for me as a gift. We decide to get another one, but after seeing all those commercials about animals been treated cruelty, we decide to rescue one.",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Ironbound Pet Shop, Newark, NJ",I don't believe in spaying/neutering,"No, I don't like to make profits that way !!!","Dr. Ehren Yablon, (973) 955-6040",4 - 8,Inside the house,"Yes, we are economically establish","Right away, hand that dog over!","NO !!!, you have to have a cold heart to do that !!!","In 20 years living in the same house, the police have never been call.","M y husband and I, we been married for 20 + years, unfortunately, no children, We support each other and our love grow everyday. ","My husband and I, we are in the middle 50's, and in good health.",Yes
https://ps31.petstablished.com/adoption_applications/1155639,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes I am over 21 and the head houshold,I want a puppy to Have for my family and for my son to have a companion as he grows older and I also want a dog to be my best friend and love ,Energetic - Running buddy,I do not currently have pets,Don’t have animals,I don't have animals ,No,Don’t have a vet yet,0 - 4,In my house,Yes,"Right away, hand that dog over!",No never have to give up a dog,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1154224,Rent,"Yes, my landlord allows pets",No ,I don't have a yard. ,No,Yes,No,No,Yes ,Because I loves dogs my father breed dogs and I just love DOGS ,Energetic - Running buddy,I do not currently have pets,Never adopted ,I don't have animals ,No,No vet,0 - 4,In my house ,Yes,"Right away, hand that dog over!",No,No,Yes dogs stays with me ,,Yes
https://ps31.petstablished.com/adoption_applications/1154929,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,"Yes, myself",No,Yes,I have been wanting a dog. We think adoption is the best way to go and we will hive him lots of love!,"Mellow - Short, daily walks",My animals are up to date on their vaccinations but I do not administer monthly preventatives,Petco - Larchmont,Yes all of my animals are spayed/neutered,No,Milo is an indoor cat. We do not have a set veterinarian. We understand that with a dog thos situation will change and milo will need vaccines.,8+,He will have access to the whole house. Except main bedroom.,Yes,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1153969,Rent,"Yes, my landlord allows pets",I believe no rottweilers or pitt,I don't have a yard. ,Yes,Yes,No,Yes,"I am over 21, but I'm not the head of the household. However, I do have the head of household's permission to adopt ",I'm a big dog lover. I'm in a place at this point in life where I can care for multiple pets. I also have a son who's really interested in getting a dog,Energetic - Running buddy,I do not currently have pets,Unknown.,I don't have animals ,"No, I have not. ",N/A,0 - 4,"Will sleep in the living room/bedroom, in a proper dog bed","Yes. I have a support system in place of friends and family that will assist, and will more than likely invest in some form of insurance for my pet(s)","Right away, hand that dog over!","No, I have not had to give up a dog ","No, I have not ","That is correct. The dog will stay with me, not matter what, and every effort will always be made to keep the dogs. At no point is surrendering an option ",,Yes
https://ps31.petstablished.com/adoption_applications/1154826,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,"Yes, myself",No,Yes,I have been wanting a dog. We think adoption is the best way to go and we will hive him lots of love!,"Mellow - Short, daily walks",My animals are up to date on their vaccinations but I do not administer monthly preventatives,Petco - Larchmont,Yes all of my animals are spayed/neutered,No,Milo is an indoor cat. We do not have a set veterinarian. We understand that with a dog thos situation will change and milo will need vaccines.,8+,He will have access to the whole house. Except main bedroom.,Yes,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1154123,Rent,"Yes, my landlord allows pets", Each household may own either one domesticated dog or one domesticated cat per apartment weighing no more than 25 pounds. ,I don't have a yard. ,Yes,Yes,No,Yes,Yes I am,My dog of 9 years has recently passed away. I am looking for another dog to share my home with. ,"Mellow - Short, daily walks",I do not currently have pets,ASPCA on 424 E 92nd St,I don't have animals ,No,"Urban Vets Animal Hospital163 Avenue CNew York, NY 10009",0 - 4,"Most in the living room, but we usually let the dog go where they please. ",Yes. Have done it before already. ,"Right away, hand that dog over!",No,No,N/A,,Yes
https://ps31.petstablished.com/adoption_applications/1155120,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,To give them the kind of home they deserve.  I would like to decrease the number of homeless pets.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"My dad's sheltie.Rescue shelter",Some of my animals are spayed/neutered,No,"Doctors Park  Veterinary Clinic Canfield, OH3305336-200Kathy Berlin",0 - 4,In my home,Yes,"I am taking my time, a few weeks is fine ",No,No,No by myself,,Yes
https://ps31.petstablished.com/adoption_applications/1141313,Own,I own a co-op and have received board approval to have a pet ,no ,"Yes, a fenced yard.",Yes,Yes,no,No,yes,A dog will be a great addition to my life. My lifestyle also accommodates to the presence of a canine quite well. ,Active - Short walks and dog park play,I do not currently have pets,shelter ,I don't have animals ,no,"The records are named under: Simon Tinaj, I am unable to provide the name of the vet as I have not used a vet in years; however, I used to go to Bidawee when I did have pets ",0 - 4,outdoors/inside ,absolutely ,"I am taking my time, a few weeks is fine ",no,no,no partner involved ,I'm not a senior ,Yes
https://ps31.petstablished.com/adoption_applications/1141216,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,I have had dogs all my life.  My dog now is almost 14yrs old and I know I can’t have her forever unfortunately.  So I want another husky.  I have own huskies for 22 years.  Thank you.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"China was born in my house.  I had her mother, Isis until she was 10 yrs old.",Yes all of my animals are spayed/neutered,"No I just had a male husky and I rescued the female, Isis didn’t know she was not fixed and she had puppies.",Rivergate Veterans ,0 - 4,In crate until I get home.  Then free to roam house.,Yes,"I am taking my time, a few weeks is fine ","Yes, I gave up two of my Isis pups to Husky Rescue in New Jersey",No,N/A,My granddaughter lives with me and would gladly take over.  We are all a animal loving people.,Yes
https://ps31.petstablished.com/adoption_applications/1141717,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,No,Yes,No,No,Yes,I want to adopt a dog for my family my daughter loves animals and she has been begging me for a dog I want to surprise her for her birthday so I’m deciding to adopt a dog that needs a good loving home ,Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,N/A,0 - 4,In my room but mostly free in my household  he or she will have a bed I will also provide a dog cage for his or her size ,Yes ,"Right away, hand that dog over!",No,No,No,No,Yes
https://ps31.petstablished.com/adoption_applications/1152747,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,my mother is 52 and she can provide ID,i’ve been trying to have a dog for a long time it’s been a while since we’ve had one in our household and we would love a dm cherish it through out any means,Active - Short walks and dog park play,I do not currently have pets,"no agency from a friend",I don't have animals ,no,don’t have info,0 - 4,in house,yes,"Right away, hand that dog over!","yes because previous landlord didn’t allowhe went to a family friend of ours",no,yes,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1152067,Rent,"Yes, my landlord allows pets",,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes,We love pets! They make life brighter! ,Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,Pet Fashion inc.,I don't believe in spaying/neutering,No ,Veterinary clinic Yonkers animal hospital p.c. (914)965-0557,0 - 4,Living room/ play room,Yes ,"Right away, hand that dog over!",No.,No.,Yes. ,No.,Yes
https://ps31.petstablished.com/adoption_applications/1142084,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,One person ,No,Yes I am,I’ve been wanting a dog since my dog had passed way from cancer . It had been 5 years since my dog passed away at age 11. I want to be able to fall in love again with the right dog.,"Mellow - Short, daily walks",I do not currently have pets,It came from a family member ,I don't have animals ,No,"Not aware, was young at the time and my grandma was the owner",0 - 4,I have a house. It will be inside ,Yes,"Right away, hand that dog over!",No,No,Not with a partner just with parent ,,Yes
https://ps31.petstablished.com/adoption_applications/1142278,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",No,Yes,No,No,Yes I am above the age of 21,"To complete my family. I had a dog before named Bella and my kids loved her dearly, she died at the age of 10 from natural causes",Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,"Unavailable, we got her from a breeder that was certified",Yes all of my animals are spayed/neutered,No,"East Meadow Veterinary Center516-743-9595",0 - 4,"Outside of the weather is well, if not he will be kept indoors and will be able to  go outside in the back yard and be able to go outside for walks",Yes,"Right away, hand that dog over!",No,No,Me and my ex are already sperated,,Yes
https://ps31.petstablished.com/adoption_applications/1151645,Own,I own my home and do not need approval from a landlord,No,I don't have a yard. ,Yes,Yes,No,No,Yes,Another companion for me and a playmate for my baby dog ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Adopt a Pet,Yes all of my animals are spayed/neutered,No,Lefferts animal Hospital  7188493000,0 - 4,With me at home,Yes ,"Right away, hand that dog over!",No,No,Yes,"Yes, I have a very large family. Sister will care for my pets",Yes
https://ps31.petstablished.com/adoption_applications/1152022,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,Yes,Yes,In need of a new family member and I dont feel like giving birth to a new baby!,Active - Short walks and dog park play,I do not currently have pets,Jack Russell mix... a friend had unexpected puppies ,I don't have animals ,No,I dont have a vet,0 - 4,"In the apartment (4 bedrooms,  2 bathrooms) ",Yes,"Right away, hand that dog over!",Never,No,The dog will be with me forever ,No,Yes
https://ps31.petstablished.com/adoption_applications/1153156,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,Yes,Yes.,I want to expand my family with my boyfriend. We’ve been together for 7 and a half years. I am about to graduate from school and adopting a dog is the perfect way to do so. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,A breeder.,Yes all of my animals are spayed/neutered,No.,N/A,0 - 4,"In my apartment, in my room.",Yes.,"Right away, hand that dog over!","My 3 year old pit bull. I still see her everyday but she is in my grandmas care. My grandma is a huge dog lover and she was pet sitting, and begged to keep her. I see my grandma and pit bull princess everyday, because I am my grandmas care taker .",No.,Yes.,I am not a senior. I don’t have health conditions.,Yes
https://ps31.petstablished.com/adoption_applications/1153175,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No.,Yes,Yes,I am expanding my family with my boyfriend of 7 and a half years. Adopting a dog allows me to do so.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Breeder,Yes all of my animals are spayed/neutered,No.,N/A,0 - 4,In my apartment with me.,Yes.,"Right away, hand that dog over!",No.,No.,Yes.,I don’t have any health conditions.,Yes
https://ps31.petstablished.com/adoption_applications/1143965,Own,I own a co-op and have received board approval to have a pet ,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,a dog will be a great addition to my life and my lifestyle is suitable for a dog ,Energetic - Running buddy,I do not currently have pets,animal shelters ,I don't have animals ,no,"I do not know the name of the vet I used because it was so many years ago; however, I know that I did go to Bidawee and the records can be found under Simon Tinaj ",0 - 4,"indoors/outdoors, wherever he/she wants to be ",yes ,"I am taking my time, a few weeks is fine ",no,no,yes,I am not a senior ,Yes
https://ps31.petstablished.com/adoption_applications/1139341,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"I love animals, and dogs in particular. I want to have a furry friend to take care of and to provide a nice home for.",Energetic - Running buddy,I do not currently have pets,N/A,I don't have animals ,No,N/A,4 - 8,In our apartment and with me at work. ,Nothing specific. ,"I am uncertain, it would depend on me finding the right dog",No. ,No.,"Yes, that is understood.",,Yes
https://ps31.petstablished.com/adoption_applications/1120270,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,No,Yes,No,No,Yes,My fiance and I both grew up with dogs and we know how much joy they can bring into our lives. ,Active - Short walks and dog park play,I do not currently have pets,My dog from growing up was from a breeder in NJ (shih tuz) and my fiances had 2 dogs growing up - both of which were adopted from shelters in Florida. ,I don't have animals ,No,NA,4 - 8,We will likely crate train our dog in a soft crate OR block off a section in the apartment for our dog to be in while we're out. ,"Yes, we have savings. ","I am taking my time, a few weeks is fine ",Never,Never,Yes,NA,Yes
https://ps31.petstablished.com/adoption_applications/1151706,Rent,"Yes, my landlord allows pets",,I don't have a yard. ,Yes,Yes,,No,Yes,Make the household a more fun place,Energetic - Running buddy,I do not currently have pets,Former dog from dog store in NJ,I don't have animals ,,Would be a bet that would be recommended to me by you or another friend ,0 - 4,"In a cage until it is comfortable , then around the apartment which is a good size",Yes ,"Right away, hand that dog over!",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1151533,Rent,"Yes, my landlord allows pets",no,I don't have a yard. ,Yes,Yes,no,No,yes,I love pets ,"Mellow - Short, daily walks",I do not currently have pets,n/a,I don't have animals ,no,n/a,4 - 8,Home,Care Credit ,"Right away, hand that dog over!",NO,NO,YES,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1151063,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,yes,We recently lost our Dachshund (he was nine) ,"Mellow - Short, daily walks",My animals are up to date on their vaccinations but I do not administer monthly preventatives,Breeder,Some of my animals are spayed/neutered,No,"Animal Kind Veterinary Hospital, 718 832-3899",0 - 4,Liing room on a pet bed,We're good,"Right away, hand that dog over!",no,no,Dog will become a family member,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1146464,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,I haven't told them yet.,No,No,Yes,"Companionship, friend for my other dog ",Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Cousins dogs had puppies ,Yes all of my animals are spayed/neutered,No,"Bergen Passaic Animal hospital, Lodi njMaria Tuzzolino",0 - 4,In the house,Savings,"I am taking my time, a few weeks is fine ",No,No ,No,No,Yes
https://ps31.petstablished.com/adoption_applications/1140103,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,"Yes, my father. This is why I chose poodle mixes, because they are typically hypoallergenic. My dad has been around countless poodle mixes and has never had an allergic reaction",No,"I am 21 years of age and live with my parents. This dog will primarily be my responsibility but will be a family dog and my parents, who are the heads of my household, are in complete agreement about adoption.",I have always loved dogs and have always wanted my very own companion. I have waited until I am old enough and financially responsible enough to handle the commitment of a dog. I truly believe I am ready and can't wait to give a dog in need a home and a best friend.,Active - Short walks and dog park play,I do not currently have pets,Metropolitan Maltese Rescue,Yes all of my animals are spayed/neutered,No,"I do not currently have a vet. My previous dogs were unable to receive monthly vet care due to my family falling on financial hardships after my fathers cancer diagnosis. However, they were healthy and lived to old ages. I am now financially independent and stable and plan to use a vet that has been highly recommended to me by families and friends with dogs. they are:Franklin Square Veterinary Associates1114 Hempstead Tpke, Franklin Square NYPhone: 516-358-9000",0 - 4,"When my dog is left alone, he/she will be gated in the kitchen with their water bowl, toys and their bed. However, my dad is disabled due to cancer and doesn't work, which means he is nearly always home and my dog will not be spending significant time alone in the house.","Yes, I have a comfortable savings account since I have worked jobs since I was fifteen. ","I am taking my time, a few weeks is fine ",No,No,Not adopting with a partner,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1147243,Rent,"Yes, my landlord allows pets",No bully breeds,I don't have a yard. ,Yes,Yes,No,No,Yes,Company,Active - Short walks and dog park play,I do not currently have pets,N/a,Yes all of my animals are spayed/neutered,No,N/a,0 - 4,"If alone, in a crate or the children’s room. ","Yes, we have savings and will get pet insurance ","I am taking my time, a few weeks is fine ","Yes. Our dog was aggressive with our first child when he was an infant, and we could not maintain their staying separate and giving her a good quality of life, so she lives with extended family in Connecticut, in a house without children. She’s very happy. ",No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1148498,Own,I own my home and do not need approval from a landlord,None,I don't have a yard. ,No,Yes,No,No,Yes,expand our family and give love and a good home to a pet,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,"world wide pets, Bellmore NY",Yes all of my animals are spayed/neutered,no,Dr Ratner Long Beach NY 516-431-4300,0 - 4,kitchen or crate initially ,We will get pet insurance. We had been stuck with extreme vet bills in the past with our cat and worked it out but plan on being more prepared this time around ,"Right away, hand that dog over!","yes, back to the shelter we adopted from. 2 year old bulldog mastiff mix bit me unprovoked 2 weeks after adopting him. Unfortunately we couldn't keep him in our home anymore   ",no never,yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1149556,Rent,"Yes, my landlord allows pets",No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"I am currently a mom of a beautiful male Husky. He loves to play, and seeing him alone really breaks my heart. My fiancé and I decided to adopt another fog, preferable female and his same breed. That is why we felt in love with Harmony.",Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,My fiancé got him at Wayne Puppies.,I don't believe in spaying/neutering,No,Vincent Patanio _(201) 867-4795_ The record is listed under Yanelis Columbie,0 - 4,Inside my house.,We always keep a separate amount for our baby’s emergencies. We will do the same for this beautiful little girl.,"Right away, hand that dog over!","No, never",No,"Yes, I will keep them in case of separation.",,Yes
https://ps31.petstablished.com/adoption_applications/1143770,Rent,"Yes, my landlord allows pets",No Pit Bulls and dogs over 50 Pounds,I don't have a yard. ,No,Yes,No,No,Yes,We  love animals and want to  give back to the community by saving a life. We believe this dog will make our home happy.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Dog - Foster, from Flemington NJ",Yes all of my animals are spayed/neutered,no,Matawan Animal Hospital / Dr. Barry Kopp / 732-566-6363,4 - 8,"In our apartment, occasionally in Jersey ",yes,"Right away, hand that dog over!",no,no,yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1147927,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,Because my children and I love the dogs. And I want that my children grow up knowing the importance that is to take care of the animals. ,Energetic - Running buddy,I do not vaccinate my animals or give them monthly preventatives,"I bought in the street. Jérôme Ave and Burnside Ave. Bronx, NY. ",Some of my animals are spayed/neutered,"Yes, I do. ",I don't have any veterinarian recent. All the pets (dogs and cats) I have were in my country Dominican Republic. ,4 - 8,In the house,"Yes, I have. ","Right away, hand that dog over!",No,No,"Yes, but I am not adopting with a partner. ",I am not a senior. ,Yes
