Application ID,Do you own or rent?,"If you rent, does your landlord allow pets?",Does your landlord or home insurance place any breed or weight restrictions on the animals you are allowed to have?,Do you have a yard?,Do you have screens in your windows?,Are all the members of your household in agreement about adopting a dog?,Does anyone in the household have pet allergies?,"Do you live in public housing (NYCHA, projects, section 8)?","Are you at least 21 years of age and head of household? If not, you will not be approved to adopt with IOHR.",Why do you want to adopt a dog?,What energy level would work with your lifestyle?,Are your pets up to date on their vaccinations and monthly preventatives (flea/tick and heartworm)?,"Where have your current and previous animals come from? Please list the adoption agency, shelter, or breeder if applicable.",Are your current cats/dogs spayed or neutered and have your past cats/dogs been spayed or neutered?,Have you ever bred an animal,Please provide the name and phone number for your most recent or current veterinarian (even if you don't have the animals anymore). What name are the records listed under? Please note that some vets require your permission to release information to us; please call your vet now and give them permission as this will help expedite the application process!,"On a regular day, how many hours will the dog be left alone?",Where will the dog be kept?,Do you have a contingency plan to pay for unexpected emergency vet bills?,How soon do you want to adopt a pup?,"Have you ever had to give up a pet? If so, why and where did the pet go?",Have you been involved in domestic disturbances in which the police were called in your current living situation?,"If you are adopting with a partner, are you in agreement that the dog will go with one of you should you separate, and not be surrendered back to us or a shelter?","If you are a senior or have serious health conditions, do you have a contingency plan for the dog should you no longer be able to care for it? What is the plan?","Are you willing to work through unexpected hardships with your pet and hire a trainer if need be? i.e. housetraining, separation anxiety, fear, socialization, acclimation to other animals, etc"
https://ps31.petstablished.com/adoption_applications/1189971,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,Yes - Ethan has very mild dog allergies,No,Yes,"We have been talking about adding a dog to our family for a few years, but now we think our boys are finally old enough. ","Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Animal Welfare Association, Vorhees, NJ",Yes all of my animals are spayed/neutered,No,Dr. Campos -  (973) 900-9977,4 - 8,"At first, in a room with a gate, until the dog is comfortable with the home and potty trained.  ",Yes,"I am taking my time, a few weeks is fine ",No,No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1190450,Own,I own my home and do not need approval from a landlord,nO,I don't have a yard. ,No,Yes,No,No,Yes,"We've been looking to a rescue dog for many years. We both grew up dog lovers surrounded by many dogs in our households, and believe now the time is right to bring in a dog of our own since we own our apartment and are married. In the mean time we have volunteered with rescue organizations here in NYC.",Active - Short walks and dog park play,I do not currently have pets,N/A,I don't have animals ,No,Alex Schecter - 248-755-5326,0 - 4,Our apartment.,Yes.,I am thinking probably in the next few days,No.,No.,Yes.,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1192970,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"Running buddy, daily companion ",Energetic - Running buddy,I do not currently have pets,Tipton Falls Humane Society ,I don't have animals ,No,N/A,4 - 8,"Inside, in our apartment ",Yes ,"I am taking my time, a few weeks is fine ",No,No,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1192605,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,no,No,yes,My sheltie recently died. Time for another companion. Blossom looks like she will fit right in and really needs a home.,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Delilah  - mini sheltie - was from the NY kennel club March 31, 2007  Sampson - golden retriever - cannot remember name of pet company.",Yes all of my animals are spayed/neutered,no,Fanwood Animal Hospital  Delilah   908-322-7500   ,4 - 8,Will have run of house,yes. no problems.,"Right away, hand that dog over!",no,no,yes. He will keep. My son is also willing to adopt her.,yes. My husband will care for dog. My son is also willing to adopt her from us.,Yes
https://ps31.petstablished.com/adoption_applications/1192597,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"Running buddy, daily companion ",Energetic - Running buddy,I do not currently have pets,Tipton Falls Humane Society ,I don't have animals ,No,N/A,4 - 8,"Inside, in our apartment ",Yes ,"I am taking my time, a few weeks is fine ",No,No,Yes ,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1191793,Own,,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,Have been a lifelong dog owner and we lost our Bernese Mountain Dog to cancer a few months back.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"2 cats came from Randolph, NJ shelter (where we were living at the time) and our Bernese came from Swiss Charm Bernese in Owego, NY",Yes all of my animals are spayed/neutered,no,"Lauren Mascola, DVM of Petcare Vet in West Hartford, CT.  Phone is 860-232-6060.",0 - 4,in the house,Yes,"I am uncertain, it would depend on me finding the right dog",no,no,Correct,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1191748,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Allie and I had a dog that we loved very much.  We sadly had to put her down a few months ago after a long and tough fight with megaesophagus.  Our home is really missing the love and energy she brought to it and we are missing having a dog to share our love with.  We are experienced pet owners and sadly learned the hard way just how much responsibility a dog is.  We are ready to bring a new pup into our lives.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Glenn - adopted from a local animal shelter in Reno, NV (where we used to live)Milo - adopted from a friend who's cat had kittens in Reno, NVDottie - Adopted from Great Dog Rescue New England",Yes all of my animals are spayed/neutered,No,"Dr. Angiulo - VCA Abbott Animal Hospital, (508) 853-3350Records under either Jonny Grenier or Allie ShillingThe vet has our permission to share records/info.",0 - 4,"We will begin crate training early so our dog will know there is a place for her that is safe, comfortable, and all hers.  As the dog ages and matures, we will allow her more area of the house until she is ready to have the reign of the house while we are gone.  However, we have made arrangements with neighbors and our work that the dog will be home alone for very little time during the day at all.","Sadly, we are all too familiar with the cost of owning a dog and the vet bills associated with ownership.  We are fortunate enough to be able to afford the potential costs of unexpected vet bills.   Our priority will always be our dog's health first and foremost, so we are prepared to handle any costs necessary to ensure the health of our pup.","Right away, hand that dog over!",No,No,"Yes, we understand and are in agreement.",We have no serious health conditions that would impact our ability to care for a dog.,Yes
https://ps31.petstablished.com/adoption_applications/1188871,Own,I own my home and do not need approval from a landlord,No ,I don't have a yard. ,Yes,Yes,No ,No,Yes,"I grew up with dogs and love their companionship and their energy. I also grew up with rescues and want to make sure that these pups get a good home! I would like to adopt to have a pup companion, and provide a good home for a dog in need!  I am so looking forward to going on walks and hikes with my dog!","Mellow - Short, daily walks",I do not currently have pets,"ASPCA in upstate new york and a rescue in Charleston, SC",Yes all of my animals are spayed/neutered,No. ,I don't have pets at the moment. ,0 - 4,"I plan on, at first, crate training the dog so they feel comfortable in the apartment and their own space. Once the dog gets comfortable, they will be allowed in the common areas of the apartment. ",I do! ,"I am uncertain, it would depend on me finding the right dog",No. ,No. ,Yes. ,,Yes
https://ps31.petstablished.com/adoption_applications/1191366,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,,No,Yes,Companion,Active - Short walks and dog park play,I do not currently have pets,Rescue,I don't have animals ,No,Compassionate vet poughkeepsie,4 - 8,Inside,Yes,"Right away, hand that dog over!",No.  ,No,N/a,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1191531,Own,,No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,Love having a dog As part of our family.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Animal Rescue Force,Yes all of my animals are spayed/neutered,No,"south Brunswick Animal Hospital 721-821-0040",0 - 4,In the house ,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,NA,,Yes
https://ps31.petstablished.com/adoption_applications/1191423,Own,I own my home and do not need approval from a landlord,No.,"Yes, a fenced yard.",Yes,Yes,No,No,Yes.,"My fiancé's Goldendoodle of 10 years recently passed away due to a cancerous tumor growth on his spleen, with complications of internal bleeding. We had to put him down unexpectedly within the matter of 3 hours. We spent our last moments with him, in a room in the vet clinic, trying to come to terms with what was happening and why. Dunkin was recused from a breeder situation in Lancaster, PA. And had been Andy's pal, traveling all over the country with him while competing as an Olympic Hopeful in the sport of track cycling. Dunking was part of our quad-pack. We currently have 3 other Siberian Huskies. We saw your post about ""Hank"" shared on Facebook, and found your rescue through that link. ",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Eva - ARA Canine Rescue DBA Alleys Rescued Angeles - Hesperia, CADaisy & Theo - Strays / Owner Surrender",Yes all of my animals are spayed/neutered,No.,"Alburtis Animal Hospital - (610)967-7387Names are under Andrew Lakatosh or Missy Erickson (Daisy Lakatosh, Eva Lakatosh, Theo Lakatosh) ",0 - 4,"Dogs are kept inside the house while we are not home. We have a dog door, so they are free to come in and out of the house whenever they please while we are home. We also have dog GPS tracking devices we place on each collar, which sends us immediately notification if a dog leaves it's perimeter (Whistle Devices).",All of our dogs have Pet Insurance. We also keep a savings account in the event of unexpected emergency vet bills that may not be covered. ,"I am taking my time, a few weeks is fine ",No.,No.,Yes.,No plan is necessary. ,Yes
https://ps31.petstablished.com/adoption_applications/1191364,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,"We lost our beloved male labradoodle in September last year after 13 years of pure love. We have 2 small girls, mini doodle & havanese, who need a big boy to complete the pack. ",Energetic - Running buddy,My animals are up to date on their vaccinations and receive monthly preventatives,All came from breeders ,Yes all of my animals are spayed/neutered,No,"Murray Hill Vet 908-464-0664, records under my name, release for rescues in place",0 - 4,Inside,"Yes, we are well prepared to pay unexpected expenses ","Right away, hand that dog over!",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1191353,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Second dog.  I am an experienced Bernese Mt Dog owner!!,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Gracie Mae - Dog Star Rescue, Canton, CT",Yes all of my animals are spayed/neutered,No,"Animal General, Avon, CT.  ( 860 ) 673-4000.  David Weiler/Suzanne Navin",0 - 4,Sleep in house/bedroom as a family member!  We are looking for another family member to love forever.  ,We are financially secure and can always tend to the needs of our dogs!  ,"Right away, hand that dog over!",No,Never,Yes,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1189607,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Companionship,"Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Showed up in the back yard,Yes all of my animals are spayed/neutered,No,"LakeCross Veterinary (704) 948-6300Bralyn Fagel",0 - 4,Will stay with my mom during the day so she won’t be left alone ,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,Not needed,Not a senior but should I have medical problems my sister would love to have her,Yes
https://ps31.petstablished.com/adoption_applications/1188921,Own,I own my home and do not need approval from a landlord,No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,Our family loves animals and we want another dog to hang out with and help our dog now be more active. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"We Took our basset hound in from our  vet at the time, she was rescued out of a car in Walmart parking lot but other than that we don’t know where she came from",Yes all of my animals are spayed/neutered,No,"Our vet is called the River Road Verterinary Clinic, her name is Dr. Christine Pinello. The phone number for the clinic is 802.649.3877. Our records should be listed under the name Laura Ogden. ",0 - 4,"The dog will be kept either in our home, with a dog door for easy access to the outdoors and daily walks with me or out at our maple sugar farm with my husband, we have a house out there, only about 15 minutes away from our home, it’s not a far commute, throughout the day. ",We can afford any emergency vet bills. ,"Right away, hand that dog over!",No,No,Yes,We aren’t seniors,Yes
https://ps31.petstablished.com/adoption_applications/1191142,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Every family needs a dog! Especially a rescue. We love labradors and rescued one who lived out his years with us in the best way. We are ready to find our next family member!,"Mellow - Short, daily walks",I do not currently have pets,"Labs4rescue, killingworth CT",I don't have animals ,"No, all dogs I have had were all spayed/neutered. ","AA veterinarian in wethersfield, CT860-529-0668",0 - 4,He will have full range of our house and fenced in yard. ,"We have used care credit in the past, worked great. ","I am taking my time, a few weeks is fine ","Yes. We adopted a dog last year who had only been with other dogs before us. When he arrived with us he had such severe separation anxiety he would break out of our house, injuring himself. Multiple trainers, months of work, but the only option was to re-home (through the original adoption agency) to a house with a companion dog. He is now thriving there! Darcy at 'A second chance for ziva' could give a reference for how hard we worked to keep that dog.",No,Yes,,Yes
https://ps31.petstablished.com/adoption_applications/1191119,Own,,No,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"I am the proud owner of my 4 th standard poodle, Chloe, who is almost 8 years old. She and my husband and I would love to add another standard poodle to our family!",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Breeder out of NY State... can't remember her name,Yes all of my animals are spayed/neutered,No,"Dr. Mary Pat Ezzo215-364-2997",0 - 4,In our house wherever it wants,Yes,"Right away, hand that dog over!",No,No,We are not separating after 45 years of marriage,Yes. My daughter would take the dog. But my husband and I are both fairly active and in good health.,Yes
https://ps31.petstablished.com/adoption_applications/1190966,Rent,"Yes, my landlord allows pets",,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,"I am looking for companionship, someone to take my daily walk with, short hikes, swimming, be apart of our family. ",Active - Short walks and dog park play,I do not currently have pets,My last dog came from my sister-in-law. My previous dog came from a puppy mill rescue.,Yes all of my animals are spayed/neutered,No,"My vet is Homestead Animal Hospital 518-664-2122. My records are under Linda Cook, the dogs names are Buddy and Pal. ",0 - 4,"In the apartment, not in a crate.","Yes, I have an investment account I can draw from if necessary.","I am taking my time, a few weeks is fine ",No,No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1190773,Own,,,"Yes, a fenced yard.",Yes,Yes,No ,No,yes and yes ,We recently lost one of our older dogs to liver cancer and now our 4-year-old Goldendoodle is all alone so she needs a friend. ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,We got our Shih Tzu from a friend. And we got our Goldendoodle from Bella Pups who licensed breeder in  Princeton NJ   ,Yes all of my animals are spayed/neutered,no ," Richmond Valley Veterinary Practice   (718) 948-3331 Records are listed under Lucy Albicocco and Maggie Albicocco ",0 - 4,In the house ,yes my husband is a doctor and is more than willing to pay if any were to happen ,"Right away, hand that dog over!",no,no,yes,n/a,Yes
https://ps31.petstablished.com/adoption_applications/1190192,Own,I own my home and do not need approval from a landlord,No ,"Yes, a fenced yard.",Yes,Yes,No ,No,Yes ,I’ve always purchased a dog from a breeder and now I would like to help a dog/puppy in need of adoption and find a loving forever home with my family ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Breeder in Pennsylvania ,Yes all of my animals are spayed/neutered,No ,"Parkview Animal Hospital, Aaron Treherne, Molly( Cockapoo) Phone- 973-473-4993 ",0 - 4,"In a crate, or designated room or possibly when older everywhere in house ",We have pet/vet insurance ,"I am uncertain, it would depend on me finding the right dog",No ,No ,Yes ,N/A ,Yes
https://ps31.petstablished.com/adoption_applications/1184367,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,no,No,yes,I would like to extend my love out to a dog. I use to have one when I was a child and he sadly passed on when I was 14. I miss having that companionship and best friend through whatever may happen. ,Energetic - Running buddy,I do not currently have pets,N/A,I don't have animals ,NO,I have not had a vet in some years now. The vet that I use to go to is no longer in business. However in the event that I do get approved I would immediately find a vet as soon as I understand the needs of my dog. ,0 - 4,In the house with supervison or at daycare,"Yes, we have a savings account along with purchasing animal health insurance. ",I am thinking probably in the next few days,No,No ,Yes. ,,Yes
https://ps31.petstablished.com/adoption_applications/1186982,Own,I own a co-op and have received board approval to have a pet ,NO.  I also have a home with a fenced yard ,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,I want a ,Active - Short walks and dog park play,I do not currently have pets,ASPCA on 92 Street,I don't have animals ,NO,"Dr Mauer, retired from Monticello NY",0 - 4,In the apartment and in a dog watchers home boarding ,I have enough funds,"I am taking my time, a few weeks is fine ",NO,NO,NOT APPLICABLE,MY DAUGHTER WOULD TAKE OVER AND CONTINUE TO RAISE THIS ANIMAL,Yes
https://ps31.petstablished.com/adoption_applications/1189468,Rent,"Yes, my landlord allows pets",No,I don't have a yard. ,Yes,Yes,No,No,Yes,"Jeff and I have both had dogs our entire lives. Our 15 year old Wheaten, Mabel, passed away in January and we’re now ready to add a new member to our family.","Mellow - Short, daily walks",I do not currently have pets,"Mabel: Second Chance Rescue in Minnesota Edward: Golden Valley Humane Society",I don't have animals ,No,"The Village Veterinarian 212-979-9870. Mabel only went here for a short time so her previous vet was Manor Vet in Pelham, NY  914-738-6262",4 - 8,When at home he can roam free or be kenneled if that’s more comfortable for him. Jeff’s office is also dog friendly so he will frequently go to work with Jeff walking distance from our home.,Yes. We are financial secure.,I am thinking probably in the next few days,No,No,Absolutely ,NA,Yes
https://ps31.petstablished.com/adoption_applications/1188820,Own,,,"Yes, an unfenced yard.",Yes,Yes,no,No,Yes,"My husband and I have always had a dog.  Our last dog was also a rescue from a high kill shelter in Georgia.  We got her at 10 weeks and couldn't be happier.  She had health issues in the last two years and developed a large, inoperable tumor.   She lived for 10.5 years and without her in our lives, the house is too quiet and my husband who works from home feels the loss acutely.  We would love another dog for the mutual joy and companionship a pet brings to your home.  We know what it means to have a puppy and are looking to adopt a dog into our secure and loving home.",Active - Short walks and dog park play,I do not currently have pets,"Petfinder, she was a rescue from a shelter in Georgia.  to the question below, she was spayed at six months as part of the adoption agreement.",I don't have animals ,No,"Old Tappan Veterinarian, 201-750-1800",0 - 4,"Until fully trained, in her crate.  After that, she will have the run of the house, as our last dog did.",Yes.  We have sufficient financial resources.,"Right away, hand that dog over!",no,no,not relevant.  My husband and I are married for 33 years with no plans to separate,"We don't consider ourselves seniors, but being over 62, I'll answer that way.  We are very active and have no health issues whatsoever.",Yes
https://ps31.petstablished.com/adoption_applications/1189310,Own,I own my home and do not need approval from a landlord,,I don't have a yard. ,No,Yes,Yes,No,Yes,"we have lots of love to give, and our Lola would love a companion. ","Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,Not sure. ,Yes all of my animals are spayed/neutered,No,St Marks Vet -212-477-2688,8+,Our apt,Yes,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1189138,Own,,It would be an invisible dog fence ,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,companion and for long walks,Energetic - Running buddy,I do not currently have pets,"La pet store. Champlain ny,  and thru friends ",I don't have animals ,No ,Paws for thought.  Highgate vt ,0 - 4,House,yes,"Right away, hand that dog over!",No,No,Not applicable ,No,Yes
https://ps31.petstablished.com/adoption_applications/1189241,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Because I love pets and want a companion to spend time with.,Active - Short walks and dog park play,I do not currently have pets,Breeder- Rochester ,I don't have animals ,No,Peekskill animal hospital - Dr. P he is retired ,0 - 4,In the house ,Yes ,"Right away, hand that dog over!",No ,No ,No ,No ,Yes
https://ps31.petstablished.com/adoption_applications/1150428,Own,,No,"Yes, a fenced yard.",Yes,Yes,NO,No,Yes,I've always wanted to own a Husky.,Active - Short walks and dog park play,My animals are up to date on their vaccinations but I do not administer monthly preventatives,Liberty Humane Society,Yes all of my animals are spayed/neutered,No,Wellness Clinic at  Liberty Humane Society 201 547-4147,0 - 4,Inside my house,Yes,I am thinking probably in the next few days,No,No,N/A,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1178153,Own,I own my home and do not need approval from a landlord,,"Yes, a fenced yard.",Yes,Yes,No,No,Yes.,"My husband grew up with dogs all his life and it’s something we’ve always talked about for our new little family of 2. Now that we’re finally in the suburbs with job schedules and finances that allow for the time, energy, and disposable income to care for a dog, we can’t wait to make a little pupper part of our family.","Mellow - Short, daily walks",I do not currently have pets,I’m not sure where my husband’s childhood dog came from. We’ve been animal-less for many years.,I don't have animals ,No,n/a,0 - 4,"Our house. In nicer weather, we have a small fenced in backyard. ","We have leaned through friends the importance of pet health insurance. So, we hope that mitigates some costs. But we are very lucky to be in a position to have a comfortable savings to take care of ourselves and our pet.","I am taking my time, a few weeks is fine ",N/a,No. ,"Yes, though heaven forbid.",N/a,Yes
https://ps31.petstablished.com/adoption_applications/1154319,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,No,No,Yes,Because my 2 year old Sibirian husky needs her partner in crime and I would love to complete my pack with Sammy and would love to give him nothing but love and spoils ,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,Zumi came from a rescue called New York bully crew.  Mila was bought at a pet store in Steinway queens ,Yes all of my animals are spayed/neutered,No,"Jackson heights animal clinic _+1 (718) 565-0004_You can find records under Mila Castro or Rocio Castro ",0 - 4,In the house my pets are allowed everywhere ,Yes,"Right away, hand that dog over!",No,No ,Yes the dog will go with me ,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1171857,Own,,,"Yes, a fenced yard.",Yes,Yes,no,No,yes,To complete our family,Active - Short walks and dog park play,I do not currently have pets,n/a,I don't have animals ,no,n/a,0 - 4,house or crate,savings,"I am uncertain, it would depend on me finding the right dog",no,no,yes,not a senior,Yes
https://ps31.petstablished.com/adoption_applications/1188495,Own,I own my home and do not need approval from a landlord,no,"Yes, a fenced yard.",Yes,Yes,no,No,yes,"Adopting a new family member accomplishes several things:  Providing a loving, happy home for the new pup and opening up the space for another dog in need of a home.  The love and gratitude you receive from a shelter/rescue dog who has seen,  in most cases the worst side of humanity, is unlike any other.  Also, it's another way to increase the fight against puppy mills.  It's an opportunity to change the life of a homeless animal's whole world and it allows them to change yours!",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Jilly was adopted from North Shore Animal League.  Norman was adopted from Goldendoodle Rescue Collective, Inc.",Yes all of my animals are spayed/neutered,No,"Dr. Mark Nunez or Dr. Sue Fischman:  516-796-2266Records are listed under:  Norman / Jilly Battaglia",0 - 4,In the house--in a dog crate until trained,Yes-- our animal saving account and pet insurance.  Norman has Nationwide coverage.,"I am uncertain, it would depend on me finding the right dog",No,No,Yes,I am a healthy 52 yrs. young and my husband is 56.  We don't currently have any health issues but our contingency plan: our best friends in New Jersey have agreed to take care of Norman and all of his needs in the event anything ever happens to us.  They would open up their home to our new pack member as well--so they can stay together.,Yes
https://ps31.petstablished.com/adoption_applications/1171582,Own,I own my home and do not need approval from a landlord,n/a,"Yes, a fenced yard.",Yes,Yes,n/a,No,Yes.,"I have always had dogs. I now have three - 4 yo, 12 yo, 11 yo - and can welcome a fourth into my life. I volunteer at Best Friends Lifesaving Center in Manhattan (www.ny.bestfriends.org) and deeply understand the need to find homes for the homeless. I want to do my part.","Mellow - Short, daily walks",My animals are up to date on their vaccinations and receive monthly preventatives,"Little Bear came from PupStarzRescue in 2017. Willy, Wheaten Terrier, I adopted when the owner died. Bea and Freddy came from breeders (can't remember names, so long ago.)",Yes all of my animals are spayed/neutered,No.,"Dr. Ann Lucas, Washington Square Animal Hospital, 212-674-1670.Records are listed under my name: Margaret Gardiner",4 - 8,Bea and Freddy stay in my (large) kitchen. Little Bear roams around. So it will depend on the new dog's temperament.,I have savings.,"Right away, hand that dog over!",No.,No.,n/a,My children will take the dogs.,Yes
https://ps31.petstablished.com/adoption_applications/1188388,Own,I own my home and do not need approval from a landlord,,"Yes, an unfenced yard.",Yes,Yes,No,No,Yes,Companionship. I have had dogs most of my life,Active - Short walks and dog park play,I do not currently have pets,Rescue,I don't have animals ,No,Compassionate vet Poughkeepsie ny over 6 yrs ago,4 - 8,Inside,My son is willing,"Right away, hand that dog over!",Mo,No,N/a,N/a,Yes
https://ps31.petstablished.com/adoption_applications/1188530,Own,,,"Yes, an unfenced yard.",Yes,I haven't told them yet.,Cat allergies. Dogs are ok __,No,Yes,We are dog people. Our dog died 1.5 yrs ago and we are ready for another dog,Active - Short walks and dog park play,I do not currently have pets,Dog shelter in Yonkers New York,I don't have animals ,We neutered Carson ,"East Shore Vet(203) 488-1686",4 - 8,"In the house with us.We will kennel train  the dog until he /she is accustomed to our home, schedule, etc",We have had to deal with unexpected vet bills in the past (doggy knee surgery.) We find a way,"I am taking my time, a few weeks is fine ",No,No,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1186958,Rent,"Yes, my landlord allows pets",We are allowed to have under 40 pounds. ,"Yes, an unfenced yard.",Yes,Yes,No ,No,YES ,We want to adopt to have a companion and to have another family member. We have no kids and we love DOGS! ,"Mellow - Short, daily walks",I do not currently have pets,NONE ,I don't have animals ,NO,NONE,0 - 4,He will be in APT with lots of light and uncluttered. He can also hang out in a cage if he likes one. He will have a bed in two rooms too. ,We can afford to pay. ,"I am taking my time, a few weeks is fine ",NO ,NO,"YES, To me. ",I am middle ages and not sick but my sister would take dog.,Yes
https://ps31.petstablished.com/adoption_applications/1186582,Own,,,"Yes, a fenced yard.",Yes,Yes,No,No,"Yes, I am over 21 and head of household.",In January 2019 we brought home out 1st family fur-baby and we are looking to bring another fur-baby brother home.,Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Rocky was purchased from a Pet Store (Canine Corral, Huntington, NY)  After purchasing Rocky I did research on the store which is why we do not plan on purchasing another dog,  We are looking to adopt.",Yes all of my animals are spayed/neutered,Rocky will be neutered once he is more than 6 months old.,Bellmore Veterinarian Hospital  (516) 308-4050,0 - 4,Dog will have free range of home once properly potty trained and we are looking crate trained until potty trained.  Our current dog is crate trained and only has about 1 accident per day so he is out most of the day when when someone is home.,Whatever the dog needs the dog will get.,"Right away, hand that dog over!","No and I have had a VERY large array of animal from childhood to now.  Dogs, guinea pigs, ferret, iguanas, hamsters, gerbils, birds, fish, land turtles, water turtles,  to name a few.",Never,Yes,N/A,Yes
https://ps31.petstablished.com/adoption_applications/1184533,Own,I own a co-op and have received board approval to have a pet ,no,I don't have a yard. ,Yes,Yes,"Thomas Lind, slightly allergic to pet fur, so we're looking for a hypoallergenic dog.",No,yes,"I love dogs, and since moving out of our family homes and in an apartment together my boyfriend and I really miss having a pet. I also would love to have a dog to go on runs/walks with.",Active - Short walks and dog park play,My animals are up to date on their vaccinations and receive monthly preventatives,"Callie- Putnam Humane SocietyAbby- We adopted her off of petfinder in 2004, I'm not sure the adoption agency. ",Yes all of my animals are spayed/neutered,no,Companion Pet Hospital of Carmel 845-878-3030 - records are under Teresa Jarrard (my mom),0 - 4,"in my home, living room/dining/kitchen area","Yes, we have a pet fund set aside for emergencies in anticipation of getting a pup.","I am uncertain, it would depend on me finding the right dog",No,No,"yes, I will take the dog in the case of a separation. ",n/a,Yes
https://ps31.petstablished.com/adoption_applications/1186158,Own,,,"Yes, a fenced yard.",Yes,Yes,NO,No,YES,For companionship,Active - Short walks and dog park play,I do not currently have pets,?,I don't have animals ,NO,"Dr.G Stocket        2275 W County Line Road, Jackson",0 - 4,"Kenneled if necessary, or have roam of their home",We are prepared!,"Right away, hand that dog over!",NO,NO,YES,A young senior!    Our  adult children,Yes
https://ps31.petstablished.com/adoption_applications/1186525,Own,I own my home and do not need approval from a landlord,No,"Yes, a fenced yard.",Yes,Yes,"No, I prefer a low shedder due to some minor asthma issue.  Nothing big ",No,yes I am 50 years old,Our Jake died it is going to be a year in June.  I am finally ready to get another dog.   I miss him everyday.   I work primarily from home so I can give the new dog a lot of attention.   we are ready to give a loving home to another dog.,"Mellow - Short, daily walks",I do not currently have pets,Breeder/shelter from Texas   - sorry it has been 17 years.  I can't remember.,I don't have animals ,No,4 Paws Animal Hospital - Dr. Anna   - 732-536- 7297,0 - 4,"I work primarily from home.  On occasion when I have to go to the office, he will be left for 8 hours.  Otherwise he will have company most of the day.    he will be kept on the 1st floor of the house.",I can afford to pay for emergency vet bills.   I might also get insurance.,I am thinking probably in the next few days,No,No,Not planning to get divorced.  been married for almost 28 years but yes we would never surrender the dog to anyone,I am 50 years old,Yes
